0,715472383	1,43505074
1,997900262	-0,74340414
11,137802	7,497102434
5,041043351	1,972391349
7,117924924	1,399029003
10,98339723	7,528105854
5,834725633	1,513345403
4,820298194	3,111287971
8,546169237	8,714534585
10,82925571	7,843616474
4,403505697	2,801786611
7,63086842	7,981774943
-0,875879493	0,139340295
0,032345573	0,675227088
9,096541508	7,058673568
3,167647933	3,751327996
-1,968837534	1,273354175
0,165767526	-2,343433407
5,517354596	4,297720596
5,098524666	2,098642025
5,472650621	0,910088383
3,139405074	3,560776727
4,714325035	4,245124705
-1,948540659	0,273258147
3,576481026	4,24027501
7,504838426	5,35555669
9,502093219	5,544663738
-0,352530914	-0,469120056
2,971575014	4,08101914
0,203992602	-1,479075133
5,559530204	5,427996873
11,02739772	7,986496333
4,657880457	4,958968986
4,944359079	5,29948958
4,586407362	1,290395447
6,008322384	1,286150505
7,29144163	6,227640069
-2,150111901	0,97360529
4,054096511	3,05853641
3,840932485	4,198202173
3,5520437	3,949640782
9,604128649	9,365312677
7,846441667	5,873673236
4,022407159	3,247606888
0,725634045	1,926683895
10,09685571	8,952867865
8,453840553	8,537417803
5,17116619	3,904733777
6,53828896	1,877456645
9,051407802	9,065712093
-1,6214088	1,550261925
8,744293673	8,655151497
5,248201404	3,539906737
8,891431613	4,709274498
3,51309697	3,924248985
8,004051043	8,022848518
6,547590189	2,554140517
1,059371387	0,411408414
8,956369455	7,481774183
5,451064783	2,697810725
6,050239724	5,25805154
0,837697856	1,18799189
9,132989032	8,969398038
7,703008627	5,730428796
1,078165998	1,26080588
9,765249302	8,113773469
-1,28829898	-0,231973447
10,51568208	8,32291989
10,05740747	7,373229564
9,874980677	8,936483996
10,01541454	6,072218306
-0,228386668	1,672693791
-0,832480158	-0,902215639
0,286986561	0,161114277
6,214529549	2,292260355
5,827111214	3,04601587
6,927180093	1,57139562
1,116216977	-0,222654333
4,122267614	1,243477275
5,844217618	5,00896105
3,253532239	2,992366212
5,746969877	4,054047906
-1,035436974	-1,508349624
10,53750961	7,689047642
-2,456058241	1,068719569
6,457243843	3,265014801
9,587988514	8,997686324
-0,60162599	-2,162647736
6,887038811	7,345892348
-1,491911426	-0,591773457
9,859567762	9,176265019
8,746223334	4,989263485
0,496018492	-0,666657781
4,75010894	2,387434331
8,669995905	5,135498009
-1,044198872	1,33954178
3,967771717	1,761491695
10,17372812	8,307779289
8,609455626	7,70482809
9,825389661	7,583825781
-0,873066151	1,152584832
4,062712281	2,400931
0,691849983	1,590145065
7,489925528	5,499817074
10,91399326	7,066288869
4,580509181	1,540776596
4,625813964	4,164342495
10,64286945	6,7739985
4,583041384	3,671596404
9,163734481	9,024937606
5,304174678	2,910475224
1,268737401	-0,627427983
-1,029288237	0,687688176
5,970629014	3,949069262
-1,708919307	-0,393132733
4,586623784	2,550401859
0,529054039	1,55113141
-1,335282119	1,823336199
8,327021726	6,383827527
-1,312266379	0,476084196
7,984956256	8,219974295
-0,757352694	1,045568038
5,641871036	1,268078381
-0,518305204	-0,667961168
7,469952478	6,24880288
3,909034147	4,924708323
-0,922394876	0,334834115
-1,296892095	-1,074151601
1,031649811	0,10354792
3,851881878	4,387151735
5,425914817	1,74623663
0,093998302	2,53272754
10,59110311	6,852382924
1,430282008	-1,053391379
9,02695212	6,445931615
